Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Relative Humidity daily mean [2 m above gnd],Mean Sea Level Pressure daily mean [MSL],Total Precipitation (low resolution) daily sum [sfc],Total Cloud Cover daily mean [sfc],High Cloud Cover daily mean [high cld lay],Medium Cloud Cover daily mean [mid cld lay],Low Cloud Cover daily mean [low cld lay],Sunshine Duration daily sum [sfc],Shortwave Radiation daily sum [sfc],Wind Speed daily mean [10 m above gnd],Wind Direction daily mean [10 m above gnd],Wind Speed daily mean [80 m above gnd],Wind Direction daily mean [80 m above gnd],Wind Speed daily mean [900 mb],Wind Direction daily mean [900 mb],Wind Gust daily mean [sfc],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Relative Humidity daily max [2 m above gnd],Relative Humidity daily min [2 m above gnd],Mean Sea Level Pressure daily max [MSL],Mean Sea Level Pressure daily min [MSL],Total Cloud Cover daily max [sfc],Total Cloud Cover daily min [sfc],High Cloud Cover daily max [high cld lay],High Cloud Cover daily min [high cld lay],Medium Cloud Cover daily max [mid cld lay],Medium Cloud Cover daily min [mid cld lay],Low Cloud Cover daily max [low cld lay],Low Cloud Cover daily min [low cld lay],Wind Speed daily max [10 m above gnd],Wind Speed daily min [10 m above gnd],Wind Speed daily max [80 m above gnd],Wind Speed daily min [80 m above gnd],Wind Speed daily max [900 mb],Wind Speed daily min [900 mb],Wind Gust daily max [sfc],Wind Gust daily min [sfc]
2005,7,13,0,0,23.64,56.46,1013.43,0.00,0.08,0.25,0.00,0.00,690.17,5647.05,1.47,267.33,2.21,249.38,4.33,259.59,3.77,28.52,17.95,75.00,39.00,1016.60,1009.90,1.20,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.35,0.22,5.86,0.44,8.80,2.34,9.17,0.45
2005,7,14,0,0,23.48,55.96,1011.30,0.00,0.00,0.00,0.00,0.00,691.60,5709.35,2.09,303.44,4.88,304.85,9.41,323.25,8.06,28.89,17.02,93.00,33.00,1014.80,1007.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.42,9.08,1.47,13.06,6.43,11.63,4.70
2005,7,15,0,0,24.60,47.96,1009.97,0.00,0.00,0.00,0.00,0.00,691.88,5641.71,2.84,306.32,5.98,318.77,12.45,323.83,9.52,29.80,17.67,65.00,34.00,1012.90,1006.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.02,0.86,8.88,2.94,16.80,9.30,13.20,4.70
2005,7,16,0,0,25.50,49.42,1010.42,0.00,0.54,0.12,0.00,0.50,690.40,5639.04,3.08,269.44,6.37,262.53,13.25,320.92,9.90,30.25,19.24,67.00,37.00,1014.10,1006.70,3.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,6.48,1.02,8.86,3.89,18.53,9.20,14.99,4.47
2005,7,17,0,0,26.15,51.21,1011.74,0.10,40.96,0.00,40.12,11.88,611.24,5612.34,2.30,228.08,4.66,228.86,9.98,244.29,6.36,30.59,20.06,67.00,37.00,1014.80,1007.70,100.00,0.00,0.00,0.00,100.00,0.00,70.00,0.00,4.24,0.22,7.36,1.05,14.20,6.16,9.17,2.24
2005,7,18,0,0,20.97,67.42,1015.98,8.10,89.29,0.21,54.50,85.08,90.99,2182.28,6.46,126.58,8.41,123.35,18.69,108.37,9.29,25.40,17.47,84.00,55.00,1019.20,1012.70,100.00,1.00,4.00,0.00,100.00,0.00,100.00,1.00,8.32,2.20,11.62,4.73,29.09,10.38,17.45,5.37
2005,7,19,0,0,16.96,62.83,1018.31,0.00,78.08,0.00,4.46,74.62,73.06,3250.28,7.37,133.77,9.61,134.36,24.04,118.62,10.75,19.43,14.63,80.00,54.00,1021.30,1014.70,100.00,18.00,0.00,0.00,100.00,0.00,100.00,17.00,8.97,4.54,11.91,6.98,37.62,12.11,18.34,5.37
2005,7,20,0,0,20.46,60.12,1015.32,0.00,18.42,0.42,18.04,4.46,685.24,5712.91,2.94,115.95,3.84,108.44,9.26,110.49,6.90,25.26,14.93,76.00,48.00,1019.00,1011.10,100.00,0.00,8.00,0.00,100.00,0.00,17.00,0.00,5.22,1.19,6.37,1.92,22.19,3.45,13.65,2.91
2005,7,21,0,0,23.83,59.04,1013.06,0.00,0.00,0.00,0.00,0.00,693.82,5716.47,2.90,260.92,4.16,186.51,11.10,325.36,6.78,28.75,17.84,81.00,44.00,1015.10,1010.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.07,0.90,7.10,0.44,18.81,7.48,15.21,0.89
2005,7,22,0,0,25.11,56.83,1014.72,0.00,0.83,0.00,0.42,0.83,681.41,5667.52,1.91,279.55,3.63,246.59,7.29,329.88,5.36,29.52,19.50,83.00,40.00,1017.80,1012.70,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,3.71,0.63,6.83,1.59,12.87,2.42,10.29,0.67
2005,7,23,0,0,24.14,59.42,1015.20,0.00,0.75,2.50,0.00,0.00,683.20,5717.36,3.31,134.76,5.42,124.31,5.00,84.50,7.33,27.68,20.25,72.00,50.00,1018.40,1011.90,6.30,0.00,21.00,0.00,0.00,0.00,0.00,0.00,6.17,0.89,8.70,1.59,11.97,0.92,13.87,2.46
2005,7,24,0,0,22.20,57.79,1016.69,0.00,2.38,0.00,0.00,2.38,689.40,5790.34,5.22,126.87,6.97,126.18,13.31,106.57,9.43,25.79,18.89,70.00,49.00,1019.90,1013.50,18.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,8.00,3.35,8.59,4.66,21.43,6.52,14.99,4.25
2005,7,25,0,0,22.24,57.96,1017.28,0.00,0.00,0.00,0.00,0.00,695.31,5800.13,4.77,128.11,7.12,128.25,13.75,113.51,11.94,26.46,17.50,74.00,46.00,1019.80,1013.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.29,2.96,8.09,5.88,19.23,8.76,17.00,6.26
2005,7,26,0,0,22.41,57.58,1017.81,0.00,0.00,0.00,0.00,0.00,695.71,5806.36,4.43,127.51,6.96,123.70,14.67,110.52,10.95,26.49,18.38,70.00,46.00,1021.10,1014.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,2.04,8.41,5.01,24.93,7.24,17.67,5.37
2005,7,27,0,0,23.54,57.75,1015.57,0.00,0.00,0.00,0.00,0.00,696.12,5817.04,2.25,126.43,4.65,109.83,5.86,86.81,6.13,28.19,17.89,80.00,42.00,1018.50,1011.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.89,8.33,1.74,9.69,2.69,12.30,1.79
2005,7,28,0,0,25.17,53.83,1013.75,0.00,0.00,0.00,0.00,0.00,696.53,5842.85,1.06,135.20,2.25,78.03,3.56,58.14,2.55,29.74,19.64,74.00,39.00,1016.20,1010.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.21,4.85,0.41,5.88,1.68,5.37,1.34
2005,7,29,0,0,25.95,49.75,1013.26,0.00,0.54,0.00,0.00,0.54,690.57,5833.95,1.49,177.07,2.92,59.14,4.97,124.75,3.10,30.52,20.55,69.00,35.00,1016.20,1010.30,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.09,0.38,6.34,0.65,6.57,3.41,5.37,0.89
2005,7,30,0,0,25.93,45.33,1012.44,0.00,0.00,0.00,0.00,0.00,697.38,5956.77,1.51,225.02,3.78,132.75,5.98,233.35,3.96,30.76,20.15,66.00,30.00,1015.80,1009.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.44,6.89,0.65,9.85,2.92,7.38,1.34
2005,7,31,0,0,26.27,44.38,1011.10,0.00,0.00,0.00,0.00,0.00,697.82,5918.50,2.20,245.34,4.20,234.70,7.88,338.74,4.94,31.10,20.37,61.00,31.00,1014.20,1007.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,0.62,5.26,1.06,10.62,6.58,6.71,2.46
2005,8,1,0,0,26.50,44.21,1011.49,0.00,0.00,0.00,0.00,0.00,698.27,5980.80,1.29,260.43,2.69,253.31,6.33,336.63,3.20,31.30,20.23,61.00,31.00,1014.40,1008.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,0.19,4.46,0.25,9.70,4.07,4.47,1.79
2005,8,2,0,0,26.60,45.08,1011.12,0.00,0.00,0.00,0.00,0.00,698.72,5984.36,1.58,246.03,2.97,221.08,6.19,277.10,3.86,31.58,20.50,63.00,32.00,1014.10,1007.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,0.41,4.58,0.33,9.40,3.99,5.82,1.79
2005,8,3,0,0,27.11,46.75,1010.59,0.00,2.50,0.00,0.00,2.50,673.49,5828.61,1.58,231.42,3.40,138.87,6.68,222.86,2.97,32.00,21.27,62.00,34.00,1014.10,1007.20,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.40,0.21,4.94,0.65,10.55,4.71,5.37,1.12
2005,8,4,0,0,27.29,48.12,1010.63,0.00,5.83,0.00,0.00,5.83,650.32,5741.39,2.13,237.02,4.57,182.95,7.80,270.80,4.29,31.55,21.41,67.00,35.00,1013.90,1007.10,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.95,0.42,6.43,1.97,11.76,5.15,6.49,2.46
2005,8,5,0,0,27.29,48.54,1010.65,0.00,15.83,0.00,0.00,15.83,613.78,5813.48,2.26,254.65,4.99,197.76,8.80,238.92,5.57,31.54,21.08,66.00,36.00,1014.20,1006.90,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,4.27,0.38,7.60,2.45,14.26,5.23,10.29,1.57
2005,8,6,0,0,26.65,53.00,1012.02,0.10,21.29,0.00,6.79,21.29,420.27,4530.10,1.05,199.74,2.76,164.00,4.94,212.29,2.95,30.34,22.07,70.00,40.00,1015.30,1009.30,100.00,0.00,0.00,0.00,59.00,0.00,100.00,0.00,2.19,0.11,6.55,0.07,7.87,1.00,6.93,0.89
2005,8,7,0,0,25.98,55.79,1013.95,0.30,4.71,0.00,3.46,4.71,628.96,5105.93,3.18,147.81,6.38,137.40,8.77,115.42,8.16,29.52,21.81,69.00,43.00,1016.30,1011.80,83.00,0.00,0.00,0.00,83.00,0.00,83.00,0.00,5.78,1.72,8.64,3.78,13.53,4.80,13.87,3.13
2005,8,8,0,0,24.25,55.96,1016.77,0.00,29.85,0.29,1.04,29.83,276.72,4433.98,6.29,139.58,8.90,136.26,23.97,122.84,13.79,27.56,21.59,72.00,44.00,1020.50,1014.10,100.00,0.00,2.00,0.00,10.00,0.00,100.00,0.00,8.54,2.80,11.84,7.35,39.28,13.98,19.01,9.84
2005,8,9,0,0,21.44,47.08,1019.45,0.00,17.83,1.12,0.42,17.83,484.46,5167.34,7.21,129.80,10.12,128.96,27.59,122.25,13.49,24.78,18.30,58.00,41.00,1024.00,1015.40,100.00,0.00,19.00,0.00,8.00,0.00,100.00,0.00,10.28,3.66,12.92,7.37,43.13,12.65,23.49,8.95
2005,8,10,0,0,21.05,43.96,1018.42,0.00,0.00,0.00,0.00,0.00,702.60,6173.93,5.04,132.16,8.12,129.95,21.20,117.03,13.25,25.38,15.97,66.00,32.00,1023.00,1013.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,2.59,10.60,6.30,38.71,10.21,19.01,7.61
2005,8,11,0,0,22.15,40.71,1016.73,0.00,0.00,0.00,0.00,0.00,703.12,6230.89,3.43,130.43,6.83,123.03,10.38,110.37,9.73,27.37,16.15,54.00,29.00,1020.40,1012.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,2.13,9.47,3.62,15.42,5.29,18.12,4.03
2005,8,12,0,0,23.98,41.08,1013.66,0.00,0.00,0.00,0.00,0.00,703.64,6238.01,1.82,106.26,4.56,90.52,3.77,67.68,5.42,29.27,17.67,56.00,29.00,1016.80,1008.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,0.47,8.26,1.19,5.56,1.91,10.07,1.57
2005,8,13,0,0,25.57,41.71,1011.31,0.00,0.00,0.00,0.00,0.00,704.16,6276.28,2.26,267.34,3.97,245.97,8.10,316.99,5.10,30.90,19.04,59.00,29.00,1014.70,1007.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.47,6.81,2.45,12.68,5.38,8.28,1.12
2005,8,14,0,0,26.30,42.12,1010.07,0.00,0.00,0.00,0.00,0.00,704.69,6289.63,2.99,284.43,6.67,279.43,11.47,321.40,9.18,31.83,19.42,64.00,28.00,1012.40,1006.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.45,1.03,11.15,3.60,16.51,7.74,14.54,5.59
2005,8,15,0,0,26.54,41.79,1012.02,0.00,1.25,0.00,0.00,1.25,686.08,6141.89,1.27,191.64,4.19,169.78,6.82,193.25,4.90,31.78,20.17,59.00,29.00,1015.80,1009.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,2.09,0.11,10.25,0.31,16.92,1.07,11.41,0.89
2005,8,16,0,0,27.40,40.04,1011.11,0.00,11.25,0.00,5.42,6.67,587.55,5928.29,1.53,241.89,2.79,168.54,4.23,249.95,3.50,32.47,21.44,55.00,28.00,1014.70,1006.70,100.00,0.00,0.00,0.00,29.00,0.00,100.00,0.00,2.42,1.00,6.13,0.73,8.20,2.90,6.26,2.46
2005,8,17,0,0,27.48,40.25,1009.42,0.00,0.00,0.00,0.00,0.00,706.31,6358.16,2.25,245.34,4.78,230.72,8.70,257.66,6.31,32.58,20.77,60.00,27.00,1012.70,1005.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.86,0.66,9.59,2.27,16.78,4.02,11.86,0.45
2005,8,18,0,0,27.47,39.88,1011.54,0.00,1.02,0.21,0.96,0.83,692.50,6231.78,2.26,150.14,3.72,103.58,5.30,94.39,5.01,32.60,21.30,56.00,27.00,1015.50,1007.20,10.00,0.00,3.00,0.00,10.00,0.00,10.00,0.00,4.54,0.45,5.71,1.36,6.81,3.45,8.05,1.34
2005,8,19,0,0,27.48,44.42,1013.21,0.00,23.83,0.00,23.83,3.21,602.36,6051.11,2.06,150.57,3.51,136.59,5.56,100.74,4.64,31.68,21.94,61.00,34.00,1016.40,1009.80,100.00,0.00,0.00,0.00,100.00,0.00,10.00,0.00,4.20,0.19,4.72,1.92,9.16,3.72,7.16,1.57
2005,8,20,0,0,27.10,49.42,1012.57,0.20,6.50,0.00,6.50,6.33,610.25,5300.84,1.97,185.56,2.90,149.65,3.50,118.84,4.07,31.33,22.23,71.00,36.00,1016.10,1009.10,74.00,0.00,0.00,0.00,74.00,0.00,74.00,0.00,3.10,0.99,5.71,0.31,5.04,2.27,7.83,1.34
2005,8,21,0,0,27.45,49.25,1010.30,0.00,10.37,0.12,10.33,1.67,616.69,6206.86,2.50,245.78,5.34,248.10,5.86,318.29,5.91,31.94,22.65,68.00,36.00,1013.90,1006.40,100.00,0.00,3.00,0.00,100.00,0.00,10.00,0.00,3.86,1.18,8.95,2.68,11.00,2.36,10.74,3.13
2005,8,22,0,0,27.68,47.67,1008.43,0.00,8.29,0.00,3.29,5.62,645.02,6116.97,3.48,230.52,6.75,215.10,10.71,262.70,9.18,32.05,22.45,65.00,34.00,1011.80,1004.80,21.00,0.00,0.00,0.00,21.00,0.00,10.00,0.00,5.98,2.06,9.53,4.79,17.19,6.87,15.66,3.80
2005,8,23,0,0,27.76,47.42,1009.07,0.10,8.46,0.00,5.96,8.46,630.26,5852.64,2.67,270.34,6.16,236.58,10.38,274.39,8.16,32.04,22.52,65.00,35.00,1012.80,1004.90,73.00,0.00,0.00,0.00,73.00,0.00,73.00,0.00,5.15,0.69,10.41,2.66,14.90,6.27,14.32,3.58
2005,8,24,0,0,28.19,45.62,1010.82,0.00,5.38,0.12,2.92,5.38,665.25,6170.37,1.83,199.88,4.65,161.23,8.45,207.87,6.73,32.57,23.22,63.00,33.00,1014.30,1007.30,10.00,0.00,3.00,0.00,10.00,0.00,10.00,0.00,3.36,0.47,8.10,0.90,14.94,1.35,11.86,1.79
2005,8,25,0,0,25.71,47.42,1013.32,0.50,15.42,0.29,5.96,15.42,557.15,5866.88,4.49,141.52,7.19,132.25,15.81,115.35,10.17,28.40,22.55,62.00,37.00,1018.90,1009.10,100.00,0.00,5.00,0.00,63.00,0.00,100.00,0.00,8.01,1.91,9.82,4.22,32.28,5.42,17.45,4.03
2005,8,26,0,0,25.93,53.83,1011.48,0.10,16.12,0.00,16.12,7.29,599.76,5561.61,1.65,231.48,4.05,231.41,2.97,228.32,5.52,30.34,20.33,70.00,42.00,1014.50,1007.60,100.00,0.00,0.00,0.00,100.00,0.00,71.00,0.00,3.01,0.38,6.94,0.65,5.74,0.48,8.95,1.12
2005,8,27,0,0,27.57,52.04,1009.23,0.00,15.25,0.00,14.00,1.25,691.83,6286.96,3.23,283.03,6.22,264.85,9.32,315.99,8.89,32.02,22.22,73.00,37.00,1012.30,1005.30,100.00,0.00,0.00,0.00,100.00,0.00,10.00,0.00,5.43,1.71,8.87,4.10,14.88,6.03,13.65,3.58
2005,8,28,0,0,28.25,47.42,1007.55,0.00,1.67,0.00,0.42,1.67,693.49,6336.80,3.91,331.10,6.89,330.33,13.75,318.67,11.13,32.59,23.33,65.00,35.00,1010.40,1003.70,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,6.86,2.12,9.23,4.62,21.60,7.65,16.78,4.47
2005,8,29,0,0,28.45,45.38,1007.32,0.00,3.75,0.00,1.25,3.75,662.17,6252.25,5.00,328.00,7.81,326.89,17.90,312.61,13.69,32.83,23.21,66.00,34.00,1010.80,1003.70,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,8.89,2.30,9.28,6.04,27.76,11.87,17.67,7.61
2005,8,30,0,0,28.61,43.00,1007.81,0.00,1.25,0.00,0.83,1.25,694.69,6416.90,5.46,298.66,7.66,285.70,19.92,314.33,15.15,32.75,23.75,58.00,32.00,1011.00,1004.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,8.86,2.69,9.31,5.86,29.75,11.72,20.80,9.17
2005,8,31,0,0,28.22,44.42,1008.25,0.40,7.79,0.00,7.79,7.79,706.62,6519.25,4.18,251.95,6.89,248.41,15.30,264.87,12.27,32.86,22.67,62.00,31.00,1011.20,1003.80,82.00,0.00,0.00,0.00,82.00,0.00,82.00,0.00,7.53,1.83,9.06,5.29,26.00,8.25,17.22,7.16
2005,9,1,0,0,25.55,54.71,1011.63,6.40,54.83,0.00,45.96,50.25,350.32,4344.09,5.14,97.34,7.92,87.47,13.83,201.40,7.42,29.70,18.26,63.00,45.00,1017.50,1008.40,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,10.23,0.98,14.33,1.05,29.05,2.51,16.33,1.57
2005,9,2,0,0,20.42,47.75,1016.68,0.00,50.00,0.00,0.00,50.00,340.87,5647.94,6.86,129.52,9.23,129.91,21.78,116.35,11.31,25.01,16.04,59.00,37.00,1020.80,1011.20,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,9.65,2.70,11.81,6.39,41.92,9.75,19.24,6.93
2005,9,3,0,0,23.41,43.12,1013.09,0.00,0.00,0.00,0.00,0.00,716.27,6699.03,2.39,94.79,4.81,89.30,7.75,113.85,7.30,28.54,17.25,62.00,29.00,1017.80,1007.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.92,8.06,1.28,15.91,2.17,13.87,2.91
2005,9,4,0,0,26.37,45.50,1010.62,0.00,0.00,0.00,0.00,0.00,716.89,6673.22,3.12,269.53,6.18,253.19,9.47,329.32,8.33,31.37,19.94,61.00,34.00,1013.80,1006.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.61,1.27,10.06,4.28,15.72,6.45,14.76,3.80
2005,9,5,0,0,27.92,46.62,1010.04,0.00,2.62,0.00,0.83,2.62,690.20,6466.74,1.90,291.85,4.06,248.18,6.65,272.71,4.81,32.32,22.64,63.00,34.00,1012.90,1005.80,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,4.70,0.29,7.73,1.45,14.56,2.07,10.29,1.12
2005,9,6,0,0,28.18,45.79,1010.27,0.00,2.08,0.00,2.08,2.08,686.21,6487.21,1.17,177.67,2.32,181.60,3.75,139.01,3.48,32.50,23.11,67.00,32.00,1014.10,1006.10,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,2.12,0.26,7.24,0.34,7.45,0.31,8.72,1.34
2005,9,7,0,0,27.55,46.29,1011.20,0.50,9.67,0.00,9.67,9.67,570.67,5311.52,3.42,140.95,6.53,129.87,9.83,110.89,8.97,31.14,23.87,55.00,37.00,1014.90,1007.10,72.00,0.00,0.00,0.00,72.00,0.00,72.00,0.00,6.81,1.94,9.05,3.39,16.41,4.65,15.88,3.80
2005,9,8,0,0,27.79,46.50,1010.84,0.00,19.17,0.00,18.75,5.67,452.57,5924.73,2.62,131.56,5.23,121.47,6.48,104.13,6.96,32.28,22.39,65.00,33.00,1014.40,1007.10,100.00,0.00,0.00,0.00,100.00,0.00,61.00,0.00,4.04,0.73,8.69,2.76,9.94,3.41,13.87,2.46
2005,9,9,0,0,28.18,47.08,1010.13,0.00,6.04,0.00,6.04,1.25,698.09,6614.48,3.33,225.10,4.54,164.42,8.37,251.65,5.59,32.99,23.07,62.00,32.00,1012.30,1006.60,100.00,0.00,0.00,0.00,100.00,0.00,10.00,0.00,6.88,0.29,8.41,0.41,14.36,4.85,11.63,1.34
2005,9,10,0,0,27.53,54.83,1010.33,0.30,33.58,0.00,33.25,12.17,526.17,5733.38,5.34,330.62,7.99,327.72,18.94,301.33,12.80,31.25,23.99,70.00,41.00,1013.00,1007.20,100.00,0.00,0.00,0.00,100.00,0.00,73.00,0.00,8.05,3.01,10.83,6.80,28.58,14.10,15.43,9.17
2005,9,11,0,0,26.93,57.96,1011.04,2.10,49.50,0.00,49.50,14.17,176.14,4013.01,3.34,265.16,4.44,271.45,13.76,294.34,8.45,31.07,23.98,68.00,42.00,1013.40,1008.20,100.00,0.00,0.00,0.00,100.00,0.00,94.00,0.00,5.81,0.73,7.10,1.50,24.71,2.88,14.76,1.34
2005,9,12,0,0,23.08,56.42,1015.11,7.80,80.50,0.00,38.21,69.08,279.57,5444.13,7.88,129.60,10.37,126.43,16.90,112.79,11.04,25.91,18.13,71.00,45.00,1019.20,1010.90,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,11.27,1.78,15.88,5.89,29.81,2.92,15.88,4.92
2005,9,13,0,0,16.85,66.67,1019.26,0.00,97.88,0.00,97.88,66.71,0.00,1674.98,7.49,130.50,9.64,130.85,29.27,118.75,14.48,19.08,14.60,77.00,55.00,1022.00,1016.50,100.00,49.00,0.00,0.00,100.00,49.00,100.00,1.00,9.46,4.96,11.63,7.08,33.45,23.10,20.13,10.07
2005,9,14,0,0,19.57,61.08,1017.25,0.00,47.50,0.00,47.50,4.54,376.92,5787.67,4.14,133.16,5.34,126.85,14.89,97.76,6.96,25.62,13.35,79.00,44.00,1021.70,1011.90,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,6.70,1.51,8.19,2.30,31.39,0.82,15.43,2.01
2005,9,15,0,0,25.16,49.12,1015.11,0.00,2.07,3.12,1.67,0.00,704.01,6966.92,1.43,126.74,2.90,110.36,2.54,103.43,2.90,30.71,18.44,73.00,34.00,1018.50,1011.10,22.00,0.00,21.00,0.00,22.00,0.00,0.00,0.00,2.84,0.63,6.87,1.11,4.83,1.07,4.92,1.12
2005,9,16,0,0,27.89,43.17,1013.00,0.00,21.96,0.00,21.96,0.00,685.79,6960.69,1.29,147.83,2.74,122.20,2.44,92.98,2.85,32.46,22.84,59.00,31.00,1016.90,1008.60,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,2.24,0.19,6.87,0.81,7.20,0.83,7.61,0.45
2005,9,17,0,0,26.83,47.04,1012.07,0.00,0.58,0.00,0.58,0.00,723.57,6979.38,4.29,129.39,6.90,121.82,12.06,99.80,8.53,30.66,23.61,55.00,38.00,1016.70,1007.80,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.44,1.94,9.07,3.44,26.35,4.47,15.43,3.36
2005,9,18,0,0,27.15,45.00,1011.37,0.00,22.71,0.00,22.71,0.00,640.40,7016.76,3.90,119.82,5.95,116.00,10.43,95.25,9.03,31.70,22.95,57.00,34.00,1015.00,1006.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,7.14,2.20,8.86,2.32,19.69,3.46,17.00,2.24
2005,9,19,0,0,27.68,41.54,1011.50,0.00,0.00,0.00,0.00,0.00,726.40,7047.02,3.26,130.17,5.61,120.42,9.14,94.68,8.50,32.19,22.80,57.00,30.00,1015.50,1007.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,1.60,8.69,1.81,18.69,2.65,17.45,1.79
2005,9,20,0,0,28.44,38.83,1010.27,0.00,0.10,0.33,0.00,0.00,725.51,7088.85,1.89,136.11,3.78,101.83,4.45,68.74,4.76,33.32,22.68,56.00,26.00,1014.40,1006.10,1.80,0.00,6.00,0.00,0.00,0.00,0.00,0.00,4.38,0.87,7.21,0.88,9.69,2.89,9.17,1.79
2005,9,21,0,0,28.96,39.29,1008.29,0.00,8.29,0.00,2.50,8.29,604.50,6373.29,2.17,281.20,3.07,262.94,6.01,266.97,4.00,33.64,23.73,53.00,29.00,1012.20,1004.30,100.00,0.00,0.00,0.00,10.00,0.00,100.00,0.00,4.34,0.52,8.50,0.56,12.24,2.91,9.17,0.67
2005,9,22,0,0,29.06,40.88,1007.00,0.00,4.82,1.00,2.92,4.54,675.21,6363.50,3.68,282.23,7.53,294.96,12.84,318.62,10.54,33.94,23.35,58.00,29.00,1010.60,1002.90,24.00,0.00,13.00,0.00,10.00,0.00,24.00,0.00,7.28,1.82,10.00,5.02,20.89,7.88,15.21,5.59
2005,9,23,0,0,29.59,39.75,1006.68,0.00,2.08,0.00,1.67,2.08,697.07,6891.27,4.78,298.03,7.73,327.44,16.61,316.69,13.61,34.26,25.03,50.00,29.00,1010.70,1003.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,7.98,2.49,9.82,5.99,25.01,10.44,19.91,7.38
2005,9,24,0,0,30.08,38.88,1006.35,0.00,1.35,0.33,1.25,1.25,710.39,6990.95,6.10,299.30,8.73,314.40,21.62,316.05,15.17,34.57,25.47,50.00,29.00,1010.00,1002.60,10.00,0.00,3.00,0.00,10.00,0.00,10.00,0.00,10.34,3.54,11.91,6.37,35.70,13.58,20.58,9.40
2005,9,25,0,0,30.08,40.54,1007.10,0.60,13.89,20.88,7.62,8.04,704.18,6973.15,5.15,269.71,7.40,263.16,17.48,294.32,13.16,34.52,25.73,52.00,30.00,1009.60,1003.50,87.00,0.00,100.00,0.00,87.00,0.00,87.00,0.00,9.96,1.72,11.06,5.13,31.53,7.10,19.01,5.37
2005,9,26,0,0,21.32,63.54,1015.74,6.20,90.46,0.00,39.54,90.46,0.00,3185.31,6.85,130.83,9.35,126.33,28.03,120.14,15.35,28.13,17.76,89.00,47.00,1020.80,1009.10,100.00,27.00,0.00,0.00,100.00,0.00,100.00,27.00,11.91,2.68,17.29,7.09,40.22,9.99,23.04,4.92
2005,9,27,0,0,23.40,50.04,1014.99,0.00,8.04,0.00,0.00,8.04,706.99,7206.33,6.07,128.79,8.21,127.66,24.75,117.14,13.87,28.17,18.36,68.00,38.00,1018.60,1010.30,37.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,9.81,2.93,10.88,6.87,44.62,11.88,20.80,7.61
